country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Argentina,2007,male,25-34 years,490,3125322,15.68,Argentina2007,,"287,530,508,431",7918,Generation X
Argentina,2007,male,35-54 years,571,4436541,12.87,Argentina2007,,"287,530,508,431",7918,Boomers
Argentina,2007,female,15-24 years,146,3292790,4.43,Argentina2007,,"287,530,508,431",7918,Millenials
Argentina,2007,female,25-34 years,126,3120162,4.04,Argentina2007,,"287,530,508,431",7918,Generation X
Argentina,2007,female,55-74 years,108,3033008,3.56,Argentina2007,,"287,530,508,431",7918,Silent
Argentina,2007,female,35-54 years,155,4601874,3.37,Argentina2007,,"287,530,508,431",7918,Boomers
Argentina,2007,female,75+ years,31,1161794,2.67,Argentina2007,,"287,530,508,431",7918,Silent
Argentina,2007,male,5-14 years,45,3530454,1.27,Argentina2007,,"287,530,508,431",7918,Generation Z
Argentina,2007,female,5-14 years,34,3414627,1.0,Argentina2007,,"287,530,508,431",7918,Generation Z
Argentina,2008,male,75+ years,208,646185,32.19,Argentina2008,,"361,558,037,110",9843,Silent
Argentina,2008,male,15-24 years,625,3410092,18.33,Argentina2008,,"361,558,037,110",9843,Millenials
Argentina,2008,male,55-74 years,463,2630686,17.6,Argentina2008,,"361,558,037,110",9843,Silent
Argentina,2008,male,25-34 years,531,3172743,16.74,Argentina2008,,"361,558,037,110",9843,Generation X
Argentina,2008,male,35-54 years,582,4496672,12.94,Argentina2008,,"361,558,037,110",9843,Boomers
Argentina,2008,female,15-24 years,180,3319037,5.42,Argentina2008,,"361,558,037,110",9843,Millenials
Argentina,2008,female,35-54 years,173,4660022,3.71,Argentina2008,,"361,558,037,110",9843,Boomers
Argentina,2008,female,55-74 years,108,3088727,3.5,Argentina2008,,"361,558,037,110",9843,Silent
Argentina,2008,female,75+ years,36,1188016,3.03,Argentina2008,,"361,558,037,110",9843,Silent
Argentina,2008,female,25-34 years,94,3159967,2.97,Argentina2008,,"361,558,037,110",9843,Generation X
Argentina,2008,male,5-14 years,39,3539110,1.1,Argentina2008,,"361,558,037,110",9843,Generation Z
Argentina,2008,female,5-14 years,20,3422263,0.58,Argentina2008,,"361,558,037,110",9843,Generation Z
Argentina,2009,male,75+ years,177,653486,27.09,Argentina2009,,"332,976,484,578",8961,Silent
Argentina,2009,male,15-24 years,609,3436265,17.72,Argentina2009,,"332,976,484,578",8961,Millenials
Argentina,2009,male,55-74 years,434,2683502,16.17,Argentina2009,,"332,976,484,578",8961,Silent
Argentina,2009,male,25-34 years,504,3210244,15.7,Argentina2009,,"332,976,484,578",8961,Generation X
Argentina,2009,male,35-54 years,542,4566645,11.87,Argentina2009,,"332,976,484,578",8961,Boomers
Argentina,2009,female,15-24 years,164,3342385,4.91,Argentina2009,,"332,976,484,578",8961,Millenials
Argentina,2009,female,55-74 years,112,3148915,3.56,Argentina2009,,"332,976,484,578",8961,Silent
Argentina,2009,female,25-34 years,105,3189773,3.29,Argentina2009,,"332,976,484,578",8961,Generation X
Argentina,2009,female,35-54 years,150,4726814,3.17,Argentina2009,,"332,976,484,578",8961,Boomers
Argentina,2009,female,75+ years,25,1211934,2.06,Argentina2009,,"332,976,484,578",8961,Silent
Argentina,2009,male,5-14 years,34,3553154,0.96,Argentina2009,,"332,976,484,578",8961,Generation Z
Argentina,2009,female,5-14 years,28,3434884,0.82,Argentina2009,,"332,976,484,578",8961,Generation Z
Argentina,2010,male,75+ years,206,657096,31.35,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Silent
Argentina,2010,male,15-24 years,683,3455127,19.77,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Millenials
Argentina,2010,male,25-34 years,485,3237957,14.98,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Generation X
Argentina,2010,male,55-74 years,397,2740656,14.49,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Silent
Argentina,2010,male,35-54 years,573,4648068,12.33,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Generation X
Argentina,2010,female,15-24 years,150,3358103,4.47,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Millenials
Argentina,2010,female,35-54 years,162,4804030,3.37,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Generation X
Argentina,2010,female,25-34 years,101,3210247,3.15,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Generation X
Argentina,2010,female,55-74 years,99,3212253,3.08,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Silent
Argentina,2010,female,75+ years,34,1234182,2.75,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Silent
Argentina,2010,male,5-14 years,33,3570316,0.92,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Generation Z
Argentina,2010,female,5-14 years,20,3450419,0.58,Argentina2010,0.8109999999999999,"423,627,422,092",11273,Generation Z
Argentina,2011,male,75+ years,178,674738,26.38,Argentina2011,0.818,"530,163,281,575",13946,Silent
Argentina,2011,male,15-24 years,693,3471151,19.96,Argentina2011,0.818,"530,163,281,575",13946,Millenials
Argentina,2011,male,25-34 years,510,3258804,15.65,Argentina2011,0.818,"530,163,281,575",13946,Millenials
Argentina,2011,male,55-74 years,416,2788575,14.92,Argentina2011,0.818,"530,163,281,575",13946,Boomers
Argentina,2011,male,35-54 years,504,4738525,10.64,Argentina2011,0.818,"530,163,281,575",13946,Generation X
Argentina,2011,female,15-24 years,172,3372659,5.1,Argentina2011,0.818,"530,163,281,575",13946,Millenials
Argentina,2011,female,35-54 years,157,4893085,3.21,Argentina2011,0.818,"530,163,281,575",13946,Generation X
Argentina,2011,female,25-34 years,102,3224774,3.16,Argentina2011,0.818,"530,163,281,575",13946,Millenials
Argentina,2011,female,55-74 years,93,3268753,2.85,Argentina2011,0.818,"530,163,281,575",13946,Boomers
Argentina,2011,female,75+ years,30,1260121,2.38,Argentina2011,0.818,"530,163,281,575",13946,Silent
Argentina,2011,female,5-14 years,29,3472180,0.84,Argentina2011,0.818,"530,163,281,575",13946,Generation Z
Argentina,2011,male,5-14 years,28,3592374,0.78,Argentina2011,0.818,"530,163,281,575",13946,Generation Z
Argentina,2012,male,75+ years,225,688560,32.68,Argentina2012,0.831,"545,982,375,701",14203,Silent
Argentina,2012,male,15-24 years,745,3480902,21.4,Argentina2012,0.831,"545,982,375,701",14203,Millenials
Argentina,2012,male,25-34 years,616,3268154,18.85,Argentina2012,0.831,"545,982,375,701",14203,Millenials
Argentina,2012,male,55-74 years,451,2839783,15.88,Argentina2012,0.831,"545,982,375,701",14203,Boomers
Argentina,2012,male,35-54 years,554,4841057,11.44,Argentina2012,0.831,"545,982,375,701",14203,Generation X
Argentina,2012,female,15-24 years,204,3380770,6.03,Argentina2012,0.831,"545,982,375,701",14203,Millenials
Argentina,2012,female,35-54 years,164,4993138,3.28,Argentina2012,0.831,"545,982,375,701",14203,Generation X
Argentina,2012,female,55-74 years,108,3328463,3.24,Argentina2012,0.831,"545,982,375,701",14203,Boomers
Argentina,2012,female,25-34 years,102,3228400,3.16,Argentina2012,0.831,"545,982,375,701",14203,Millenials
Argentina,2012,female,75+ years,33,1282726,2.57,Argentina2012,0.831,"545,982,375,701",14203,Silent
Argentina,2012,male,5-14 years,29,3615254,0.8,Argentina2012,0.831,"545,982,375,701",14203,Generation Z
Argentina,2012,female,5-14 years,17,3494571,0.49,Argentina2012,0.831,"545,982,375,701",14203,Generation Z
Argentina,2013,male,75+ years,168,699046,24.03,Argentina2013,0.833,"552,025,140,252",14206,Silent
Argentina,2013,male,15-24 years,696,3486661,19.96,Argentina2013,0.833,"552,025,140,252",14206,Millenials
Argentina,2013,male,25-34 years,499,3271373,15.25,Argentina2013,0.833,"552,025,140,252",14206,Millenials
Argentina,2013,male,55-74 years,398,2894129,13.75,Argentina2013,0.833,"552,025,140,252",14206,Boomers
Argentina,2013,male,35-54 years,604,4950850,12.2,Argentina2013,0.833,"552,025,140,252",14206,Generation X
Argentina,2013,female,15-24 years,167,3384642,4.93,Argentina2013,0.833,"552,025,140,252",14206,Millenials
Argentina,2013,female,25-34 years,102,3226464,3.16,Argentina2013,0.833,"552,025,140,252",14206,Millenials
Argentina,2013,female,35-54 years,157,5099167,3.08,Argentina2013,0.833,"552,025,140,252",14206,Generation X
Argentina,2013,female,55-74 years,102,3390673,3.01,Argentina2013,0.833,"552,025,140,252",14206,Boomers
Argentina,2013,female,75+ years,29,1303352,2.23,Argentina2013,0.833,"552,025,140,252",14206,Silent
Argentina,2013,female,5-14 years,32,3515742,0.91,Argentina2013,0.833,"552,025,140,252",14206,Generation Z
Argentina,2013,male,5-14 years,33,3637026,0.91,Argentina2013,0.833,"552,025,140,252",14206,Generation Z
Argentina,2014,male,75+ years,192,706897,27.16,Argentina2014,0.836,"526,319,673,732",13400,Silent
Argentina,2014,male,15-24 years,738,3492454,21.13,Argentina2014,0.836,"526,319,673,732",13400,Millenials
Argentina,2014,male,25-34 years,531,3276955,16.2,Argentina2014,0.836,"526,319,673,732",13400,Millenials
Argentina,2014,male,55-74 years,405,2951616,13.72,Argentina2014,0.836,"526,319,673,732",13400,Boomers
Argentina,2014,male,35-54 years,644,5060862,12.73,Argentina2014,0.836,"526,319,673,732",13400,Generation X
Argentina,2014,female,15-24 years,204,3388324,6.02,Argentina2014,0.836,"526,319,673,732",13400,Millenials
Argentina,2014,female,35-54 years,196,5203634,3.77,Argentina2014,0.836,"526,319,673,732",13400,Generation X
Argentina,2014,female,25-34 years,118,3227239,3.66,Argentina2014,0.836,"526,319,673,732",13400,Millenials
Argentina,2014,female,55-74 years,109,3454994,3.15,Argentina2014,0.836,"526,319,673,732",13400,Boomers
Argentina,2014,female,75+ years,25,1323654,1.89,Argentina2014,0.836,"526,319,673,732",13400,Silent
Argentina,2014,female,5-14 years,35,3533961,0.99,Argentina2014,0.836,"526,319,673,732",13400,Generation Z
Argentina,2014,male,5-14 years,34,3655965,0.93,Argentina2014,0.836,"526,319,673,732",13400,Generation Z
Argentina,2015,male,75+ years,245,712691,34.38,Argentina2015,,"594,749,285,413",14981,Silent
Argentina,2015,male,15-24 years,656,3500580,18.74,Argentina2015,,"594,749,285,413",14981,Millenials
Argentina,2015,male,55-74 years,431,3011963,14.31,Argentina2015,,"594,749,285,413",14981,Boomers
Argentina,2015,male,25-34 years,465,3289927,14.13,Argentina2015,,"594,749,285,413",14981,Millenials
Argentina,2015,male,35-54 years,633,5166179,12.25,Argentina2015,,"594,749,285,413",14981,Generation X
Argentina,2015,female,15-24 years,153,3394201,4.51,Argentina2015,,"594,749,285,413",14981,Millenials
Argentina,2015,female,55-74 years,125,3520779,3.55,Argentina2015,,"594,749,285,413",14981,Boomers
Argentina,2015,female,25-34 years,114,3235582,3.52,Argentina2015,,"594,749,285,413",14981,Millenials
Argentina,2015,female,35-54 years,166,5301368,3.13,Argentina2015,,"594,749,285,413",14981,Generation X
Argentina,2015,female,75+ years,27,1344980,2.01,Argentina2015,,"594,749,285,413",14981,Silent
Argentina,2015,male,5-14 years,39,3672155,1.06,Argentina2015,,"594,749,285,413",14981,Generation Z
Argentina,2015,female,5-14 years,19,3549219,0.54,Argentina2015,,"594,749,285,413",14981,Generation Z
Australia,1985,male,75+ years,67,219000,30.59,Australia1985,,"180,190,994,861",12374,G.I. Generation
Australia,1985,male,25-34 years,357,1299100,27.48,Australia1985,,"180,190,994,861",12374,Boomers
Australia,1985,male,55-74 years,282,1177400,23.95,Australia1985,,"180,190,994,861",12374,G.I. Generation
Australia,1985,male,15-24 years,315,1355800,23.23,Australia1985,,"180,190,994,861",12374,Generation X
Australia,1985,male,35-54 years,411,1906800,21.55,Australia1985,,"180,190,994,861",12374,Silent
Australia,1985,female,75+ years,36,382900,9.4,Australia1985,,"180,190,994,861",12374,G.I. Generation
Australia,1985,female,55-74 years,109,1286900,8.47,Australia1985,,"180,190,994,861",12374,G.I. Generation
Australia,1985,female,35-54 years,143,1832700,7.8,Australia1985,,"180,190,994,861",12374,Silent
Australia,1985,female,15-24 years,69,1304000,5.29,Australia1985,,"180,190,994,861",12374,Generation X
Australia,1985,female,25-34 years,64,1275900,5.02,Australia1985,,"180,190,994,861",12374,Boomers
Australia,1985,female,5-14 years,4,1231400,0.32,Australia1985,,"180,190,994,861",12374,Generation X
Australia,1985,male,5-14 years,4,1290600,0.31,Australia1985,,"180,190,994,861",12374,Generation X
Australia,1986,male,75+ years,89,233700,38.08,Australia1986,,"181,977,476,217",12288,G.I. Generation
Australia,1986,male,25-34 years,367,1317500,27.86,Australia1986,,"181,977,476,217",12288,Boomers
Australia,1986,male,55-74 years,324,1211800,26.74,Australia1986,,"181,977,476,217",12288,G.I. Generation
Australia,1986,male,35-54 years,487,1972000,24.7,Australia1986,,"181,977,476,217",12288,Silent
Australia,1986,male,15-24 years,296,1369000,21.62,Australia1986,,"181,977,476,217",12288,Generation X
Australia,1986,female,35-54 years,169,1888100,8.95,Australia1986,,"181,977,476,217",12288,Silent
Australia,1986,female,55-74 years,105,1306500,8.04,Australia1986,,"181,977,476,217",12288,G.I. Generation
Australia,1986,female,25-34 years,88,1300200,6.77,Australia1986,,"181,977,476,217",12288,Boomers
Australia,1986,female,15-24 years,77,1315000,5.86,Australia1986,,"181,977,476,217",12288,Generation X
Australia,1986,female,75+ years,23,405000,5.68,Australia1986,,"181,977,476,217",12288,G.I. Generation
Australia,1986,male,5-14 years,18,1277100,1.41,Australia1986,,"181,977,476,217",12288,Generation X
Australia,1986,female,5-14 years,1,1213900,0.08,Australia1986,,"181,977,476,217",12288,Generation X
Australia,1987,male,75+ years,111,244800,45.34,Australia1987,,"189,041,159,344",12564,G.I. Generation
Australia,1987,male,25-34 years,374,1345900,27.79,Australia1987,,"189,041,159,344",12564,Boomers
Australia,1987,male,35-54 years,554,2031000,27.28,Australia1987,,"189,041,159,344",12564,Silent
Australia,1987,male,55-74 years,328,1227000,26.73,Australia1987,,"189,041,159,344",12564,G.I. Generation
Australia,1987,male,15-24 years,354,1383900,25.58,Australia1987,,"189,041,159,344",12564,Generation X
Australia,1987,female,75+ years,38,421200,9.02,Australia1987,,"189,041,159,344",12564,G.I. Generation
Australia,1987,female,55-74 years,110,1318600,8.34,Australia1987,,"189,041,159,344",12564,G.I. Generation
Australia,1987,female,35-54 years,145,1950500,7.43,Australia1987,,"189,041,159,344",12564,Silent
Australia,1987,female,15-24 years,73,1329700,5.49,Australia1987,,"189,041,159,344",12564,Generation X
Australia,1987,female,25-34 years,70,1327700,5.27,Australia1987,,"189,041,159,344",12564,Boomers
Australia,1987,male,5-14 years,6,1264900,0.47,Australia1987,,"189,041,159,344",12564,Generation X
Australia,1987,female,5-14 years,1,1201300,0.08,Australia1987,,"189,041,159,344",12564,Generation X
Australia,1988,male,75+ years,93,256400,36.27,Australia1988,,"235,699,941,793",15393,G.I. Generation
Australia,1988,male,25-34 years,398,1375100,28.94,Australia1988,,"235,699,941,793",15393,Boomers
Australia,1988,male,15-24 years,366,1395800,26.22,Australia1988,,"235,699,941,793",15393,Generation X
Australia,1988,male,55-74 years,317,1240700,25.55,Australia1988,,"235,699,941,793",15393,G.I. Generation
Australia,1988,male,35-54 years,532,2097100,25.37,Australia1988,,"235,699,941,793",15393,Silent
Australia,1988,female,75+ years,40,438100,9.13,Australia1988,,"235,699,941,793",15393,G.I. Generation
Australia,1988,female,25-34 years,106,1354700,7.82,Australia1988,,"235,699,941,793",15393,Boomers
Australia,1988,female,35-54 years,157,2019000,7.78,Australia1988,,"235,699,941,793",15393,Silent
Australia,1988,female,55-74 years,103,1330200,7.74,Australia1988,,"235,699,941,793",15393,G.I. Generation
Australia,1988,female,15-24 years,53,1340300,3.95,Australia1988,,"235,699,941,793",15393,Generation X
Australia,1988,male,5-14 years,6,1264700,0.47,Australia1988,,"235,699,941,793",15393,Generation X
Australia,1988,female,5-14 years,1,1200000,0.08,Australia1988,,"235,699,941,793",15393,Generation X
Australia,1989,male,75+ years,91,266900,34.1,Australia1989,,"299,317,645,143",19223,G.I. Generation
Australia,1989,male,25-34 years,406,1399000,29.02,Australia1989,,"299,317,645,143",19223,Boomers
Australia,1989,male,15-24 years,353,1399300,25.23,Australia1989,,"299,317,645,143",19223,Generation X
Australia,1989,male,55-74 years,309,1255100,24.62,Australia1989,,"299,317,645,143",19223,G.I. Generation
Australia,1989,male,35-54 years,475,2156900,22.02,Australia1989,,"299,317,645,143",19223,Silent
Australia,1989,female,55-74 years,124,1340300,9.25,Australia1989,,"299,317,645,143",19223,G.I. Generation
Australia,1989,female,75+ years,31,451800,6.86,Australia1989,,"299,317,645,143",19223,G.I. Generation
Australia,1989,female,25-34 years,87,1383800,6.29,Australia1989,,"299,317,645,143",19223,Boomers
Australia,1989,female,35-54 years,130,2086700,6.23,Australia1989,,"299,317,645,143",19223,Silent
Australia,1989,female,15-24 years,51,1349700,3.78,Australia1989,,"299,317,645,143",19223,Generation X
Australia,1989,male,5-14 years,8,1273300,0.63,Australia1989,,"299,317,645,143",19223,Generation X
Australia,1989,female,5-14 years,1,1207800,0.08,Australia1989,,"299,317,645,143",19223,Generation X
Australia,1990,male,75+ years,87,276900,31.42,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,male,25-34 years,418,1415000,29.54,Australia1990,0.865,"310,838,014,621",19665,Boomers
Australia,1990,male,15-24 years,374,1405900,26.6,Australia1990,0.865,"310,838,014,621",19665,Generation X
Australia,1990,male,55-74 years,325,1266400,25.66,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,male,35-54 years,549,2220600,24.72,Australia1990,0.865,"310,838,014,621",19665,Silent
Australia,1990,female,75+ years,37,465600,7.95,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,female,25-34 years,109,1401200,7.78,Australia1990,0.865,"310,838,014,621",19665,Boomers
Australia,1990,female,55-74 years,98,1349000,7.26,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,female,35-54 years,136,2154800,6.31,Australia1990,0.865,"310,838,014,621",19665,Silent
Australia,1990,female,15-24 years,64,1354800,4.72,Australia1990,0.865,"310,838,014,621",19665,Generation X
